Link,Title,Valid
https://www.facebook.com/DailyProthomAlo/posts/3025726260793773?__xts__%5B0%5D=68.ARAY-UPATo4MBvb6c47-eyOpg0tfigCMuGkQSB5b-xrqRbGmDFTo6wLI5jNZujRs7QWBe63_umYlGjyEb8fvLdcu98GkAxrHIzJMYtlopHaD4W1sv_ngUIRmB3rG8I-R3z8pZTygzkqol11MEPp99wFoZR5VTRdpe1jsImKzrY4nk9y-EOCCEDAOKHDAWUgjsF3-SiIeony7VY-VaQHXOi5o_Je9hkP2_7_wcNMdSfrK2hO_JAVArledMyc1MTERGnsbuMk0B24Rfj21MCafVDYfm8GHDM38FUNzAOgyogNy6mxhE7d2M2DA8U1yY_NWkZhMDmaDKrl8RR_LRBSFFgtmDw&__tn__=-R,"
????? ???? ?????? ??? ????????? ???????? ??????? ?????",Discusses
https://www.facebook.com/DailyProthomAlo/posts/3025724544127278?__xts__%5B0%5D=68.ARD7UR5BWu2uT_PYr8PxsAoHSL6fG9G0CRQXcUvHckTKXrpmKKIoYGsZu6iml8zy4PamJ5fCxoU78tzOJ9m3uWbLbmKh3G0SJ74RrFYt8IYLGil6XRfnZy3VO3DBlHD0JDzCYaBS_6Wodvp0YcKd3oErTSlzsGMn01mM0v5qRCnP5eImanFuEO9QK9FRb_FiLQtRR_Rg8sB2WuEZHJQgC6VI1F6sybI-9OEhClxItGo1sPGq-TwVH6kSmxbMNUma0NksINZ0jGsIrX1PojVBmvoGL4PUEuBpN62yMByWwItPjFlcekOn9mawvkbctvGzb_IepiW6eoFrUVo81oLO-Zm3eg&__tn__=-R,"
????? ????? ???? ???? ???????
",agree
https://www.facebook.com/DailyProthomAlo/posts/3025695500796849?__xts__%5B0%5D=68.ARC83DtMLBqbXNMQsEMme0h5-SWESv7pb3NU2cAPTgiQzZaVjkmd24CdYR7Pgz6B-uVAYcDIdn6jNvKuaYCKZzBnxz5wNzc-fUblrIuKEeG2EyQsXZ-JtlOJ00tLPZgu-L-amf9W4V3eHl9Wu1D1j-9ZAuGyBm_REawdCyGKuCH6lXrOxZNjVLidE9CLOnfjjOoEfls4G3J6QkP7ck7CIoHHljtRTqa30A_A0eNHj0yFWMkaS0d95v4LBQ4xbUJfAMrsioaSBdGC3EjXYF7Z8IrrMt_pIQAzt3R5ZW__McaR6c0O9i7punqRxh3AmP9gG9r2yM71iWEwpMD2q56Yh8EpSw&__tn__=-R,"
????? ???? ? ???????? ????",agree
https://www.facebook.com/DailyProthomAlo/posts/3025672364132496?__xts__%5B0%5D=68.ARDUjPQiQLm4kUk_aYzMoBAtqLQ14GL-Ue3zUFp9RdMjzvRwq1emeB9f1gwJBdllYgGbXOfYOlZlU5voKH7JJwWu-vObAMDS9O8epr6vj84_PxY3_el83mf_i7LplttXCYSsHEKhkB2iD5XUhqiIX9VNs6gRxja8uq0-lPSofL9TTpoxSRcWCgbPFXc-XqBB6k3nHwCVV5_gt2znlSQgxOozO8RZ0JdbZnY-S3T-GoG41MeBjyGARGqHT7_8xl0H0p6Tuv1GX_OX946hJF-CwRaZL4orvlbOhWNMr7EDJ0rYntUnTs6mGQzK8krFIAkrH3_kpYp6aXYw81w4NuGOLZARjw&__tn__=-R,"
??? ????: ?????? ???????? ?????? ???? ???? ??? ????",agree
https://www.facebook.com/DailyProthomAlo/posts/3025635994136133?__xts__%5B0%5D=68.ARB3XDVTV9IxcrqUG706seZfYP61tI7X4PcFUooA8ZBL80mf1uquKrJ_M-Acur6uv8ZeEJ90JNJ2Pwv_AWUbbC_6V_jUH32iTdklQLo8z02q_TdqhmmaL4K2ypIAIJlLwHYQaG8VTSWgDa-vIP8kxC3p6xJf-HNVmpEcHkvP8TvcsxCHioXssxbdhHfyt14OADaB4jLqVmaQL6BGuD30tkKT_T7rn9kDsLwD07HLwkPRbQ7Sn4oOs8rer5vJWJNxLRAHQdc74_smwK7TlrAUl4N8bF0RlOzmkkUYGDTSXhFnTu9zSL150rvLSQlEHHDM_LEKq_9fI9d3CNgzzBFdlsHdzg&__tn__=-R,"
?? ??? ??? ?? ????????????",agree
https://www.facebook.com/DailyProthomAlo/posts/3025596314140101?__xts__%5B0%5D=68.ARCBRC-P3CSHOuSXdGFWray7GIH2rvpD9eE13HNSxsQw7wBj7if9B2_My-FZaYlDu53eBBaMmwXtk-9e2LRX84Gy6cwYbk9uRNkQ6br4y5c0c0wnt02mruA5CJfylGozBH_IouhJwaqpqe4FGsjh3Th6yiKZ3TuMiyz6yPuMA7d19v5fVGrgdHujfkxMVdpGosYBp6Z3kaYFpeOWPQjh33soNnl-DUnWM_F3Gc-lHoPsN_ErgmcAatLA00mJ_ukBTRg2_Mx6R_lSmm3etvIhxMfuRdr5MssU7iPdq4gQHPqmTFHeyf8jWxUY4GoPrFOtHjTmDtOVaEDvty6weArUxS-rfg&__tn__=-R,"
????? ?????? ????????",Discusses
https://www.facebook.com/DailyProthomAlo/posts/3025555960810803?__xts__%5B0%5D=68.ARDLJOG8x_jp9l2TEEzWqYdmanQvaybvgYrEJJ_iZx9KttzHIgEiddPfmMGD9QlIVgF_zoT1w3ydf8bZ5LgivRtNdygrZqNjr-E_iSmecB9BMR_yhv1pOlUmRxIJbrwclb7CH8kvnT_vjsADw_0z8R0wpRO5m3wuK3VH92x4eJIIDIKJP8bmSXvQ-teFkIL5gKDEp9jnKsXbByDfEA1nPrzPoJXR_Kt2p6Kt_lOL7Zy7YBe3Kp9uD-dwH-NJI9sCDWJxMAiqbsXeql6tYfzldGaP7jgALY_Ei8ddWJ7__GN15lWYaGLDaCBXmeGlNbc_N6UmjCsq5FFfLACq8DrwOA5C5w&__tn__=-R,"
????-????? ?????? ????????? ??????? ????????? ???????",agree
https://www.facebook.com/DailyProthomAlo/posts/3025536230812776?__xts__%5B0%5D=68.ARDr36L5OuHcKnky-uTRwEp3pPMv5krnrclQ8Hy8c-ZjPyGnqXqSyUt5lKunUj-xkFPW-exPzR0yZsOuOLXkAi1V56TZ6bp8-Rjn087kog15-aBcpKuwd_zuHCgWtHKT2UIpmi4FAxZLkW9t4yKKbRDJBhwXg0TS4dWmd7REo9pOU2Nt9jFIL733Ijauq9-g6PfHAoeiwr-BOcuFC8IErQ59r4Xc1UjjIOJqRNHH3KXnnRQU3a0K5Tgofl1_CuDn9zweqoAumJdWrTWu6OTitdX05dGPtsz3yrcYYqsmOS7tEmNBuH1WBeR-mPqgHN2LWL8jHvVcPqNk7HHoRC2GHrN8KQ&__tn__=-R,?? ????? ???? ???????,agree
https://www.facebook.com/DailyProthomAlo/posts/3025518987481167?__xts__%5B0%5D=68.ARAWGG33alBYze_tB4KgTSKSHFINk_kqYumkO9ctpFZbO59SgjSL7I6R5lc20POzOGTnUCS8Vc1mXYP6fwX4i4RByrFYeLKo6qXLqK0AkVl8iiFtPEG5kiWcIIZAFhcvdXN3Tgat8xyixaoFGl8g6mG_ewv9vEAS3nTgSZInOpnoARHI3OGJWvbMwrlYojH8hDN7TiXeyoz-XRf-Le7qj_bW_3dbe_lYPRNVKiV_DzNUNfR8jX33FevyLmhYvHEHCda6fQE-hK2elp1u8rdWosKASVbd9nESLBZ9yTH2O948vkw0_X_upu7qF-7X8xFctqn-4eSQU7x7L93BFzrShTKSvg&__tn__=-R,"
???????? ???????? ??????? ?????? ?? ????? ????? ????? ??",agree
https://www.facebook.com/DailyProthomAlo/posts/3025515427481523?__xts__%5B0%5D=68.ARC7R2Oqn31Uf-VujIcEIK7YEiVwMIeEVtkLGGT-OSJ2CqsXSgB1TPdcBITfP4D6f8sFuM8qfsF11qN7GIOPR6bO2XfxL0hH-fW-PMNrHUZETYXxgj2rqmImnSOomjCLbZ9mxTJrh6KqIOyLAvVJzM-DsHYbRa2wsc9iEiQhkZ7XccNm-5ew0zFi0TdZ5stcar7uJZ1D9lZDojp78V4TbufNyQx6YB3HmkVwAh_peNuTaVd9aAniNRLiUPte8ZANiFQCNBdhfBHN1875tQ8AyHdWxPkXQnlQrx4VIHo7tf4Cevaaq9mzWy5aMxuCGbNwaNuX0opodTdGrXfgKIAvdG2V5g&__tn__=-R,"
???????? ?? ????????? ???? ???? ????",agree
https://www.facebook.com/DailyProthomAlo/posts/3025454384154294?__xts__%5B0%5D=68.ARAPWmCP25L3QM9uKZpKJ8KfwilzakqWT_8tspCr3nSPsTeeffQyixjmAaF1DhfkLNPF6FBo_6xX40fXNgW-eT6iiODXI1jm1TyAWZdGwwPBKMxadyji9_Rl4-3-4ugSgXngQFGzpo2mbVN2FsgUbyFctwVUxaOoUJq49uwCmwxkD_NPuTtBo3RWySjNA58Cdxo4K_c_uBMGmzi5pLqlN4S18Ph-5CwerzwKXxCUwz48rhSwYDlYWP4EDQpG_8riawdw1npAm-EVR8kS2c_tO1THRMaoe6eZfckBYL24g9toyEByCFmvF7B5nn2cBNnsmXp4qgWHZgxO9KnwlGcodBhOYA&__tn__=-R,"
????? ???? ??? ???? ????",agree
https://www.facebook.com/DailyProthomAlo/posts/3025451687487897?__xts__%5B0%5D=68.ARAs04rQXbHocVivJI9jbH2Fhf8Xxix-CmE5yfzhwdOZpFU-sAOfiKrKt7Fvcqz9aNNueZT2aYSACZiTXpEslCwPVwPLTK_Kwv2c-17U-Cl3nP4RnDaI7AdTXLNJjJo0gOe2PmgSHvmwd-7eXcVCDgtsp0GWafDG9TDeHZA8vQpmsiIh7lXP1Pt6W_6yoWepL7GsBHKLAu5JytWcgoucApVjY8qoS150K2jbsokdUmfSJgCKi1fsf25yqo4lqv462xqKgZbQk7YhHWsyVg68Ji3o76RyKYpc6fj5hcFZqrZaKV2PLPpS9Dfm_yJYPpoNYou4H7bsh-VfpcXIV3Iis5tJEA&__tn__=-R,????? ???? ??????? ????? ?????? ???? ?????????,agree
https://www.facebook.com/DailyProthomAlo/posts/3025424947490571?__xts__%5B0%5D=68.ARCVJ75KEmmdimlOyZaMPrRNYCNG4VxawzX1eDnfznm5yRQ7MFQvV283AcPauLidxV8hVex1bpXu1C5HD5FLDS8r75yETZOFKzyKoaEWliwLV04HGX0DqrfMahRNGwfAWqnpeNXpYENs3bKMTq0gyPwoB2ZsI3SyUfAdfh_Ox6N_iM1jox0F7GruIytRe8XjORBHj6UKx_k9rW_jRLGQf6g0RjN7dzBU0aHlA6Rj-EItybLMo0yiAxd9m8CUbFT7s2oxhmxlEmebvT39g4DbF7cuwLMXNnFNXhJJYwur8oO8bne9SAxwXv3efhZIhiQ_36YX0NCShfS3hqLtfiTI5lqB5A&__tn__=-R,"
‘????? ?????’ ?????? ???????????? ???, ??? ??????",Discusses
https://www.facebook.com/DailyProthomAlo/posts/3024412400925159?__xts__%5B0%5D=68.ARDSkKQujTg2GXrn_wstzbmPssW4X-I7R0VqGfmFiRe9T9wBdjahWuQUUlU080OJ7fRGnaNBrHxcfhzM5OcqXD2sPDEOXGrYcPDcnAfH7Z5NZ6rSDlzT62KgraaB4XhCwkERUs_55ZTRnn0j0d2QrneWEsMhKZQ-JLrNxhG4bKG28GWELyob6LEUGgREj6b-2fHkbmFW-x_sKIheQi-GoB2piUzk27CeSStUMcMEoo0YZPIqx6Zs3esqyhZgNZI0oBt-kTr2ITuIJGbrlf0rGeDkvKbjvFA18o6QtGr5X5tmWEQC3tuxAD66iheAjl1_Pim-wzdhyF5nqqfOOw-zI3z7dA&__tn__=-R,????????? ???? ???? ???? ???????????? ??????????,agree
https://www.facebook.com/DailyProthomAlo/posts/3024374937595572?__xts__%5B0%5D=68.ARAGKCsAm0WcpymiXZGnukMllgbFM4JrGtWPIX4oLu6sYmUb1PrcLR9e5rWsw8aqD_2heR3qb47YuxsnGzsKJ4XYLEabtpnU97vevNJz0BmWoy-JC2U4J9CsYPNY6nTwonJBq3YH9o5--QVS_bmBbI14IoXt0pLQBrq_X7SfHBK7ZgFT0faTTQNpZnk9Fp2bzJ86bPEZpnArlfwtG0NzJFTfinW0kfm7XWAUryyWnTrDgRtGbiOBPOP3KeJZam5bp_Y_KLPxQbCsA5SteBx92OcAB85pNMWvjfN8VFW-Bk6x1PboW98nIBhXM_TJoGxI1GivWh71io9MNuY2mDo7XAZH_A&__tn__=-R,"
???? ?????? ?????? ???????? ????? ?????? ??????? ????????",agree
https://www.facebook.com/DailyProthomAlo/posts/3024354274264305?__xts__%5B0%5D=68.ARAPUg42lq2puzSIGABcDoP79UE9p_J-jt2gOWwqTDFWiTvgvW-504SV4Mt00ENwsrAeaBOXKetPGIXEaJ7p1fmM0uwZOqVxZ1hL6e5RKfAW-TUr3tX8K-qRNhlmh9ScbnQMn_-b0B7j8n5HUP259lu0deMHRM1AeUhA53Kq9f9M84RZ2cfaMbDaZpDP3hrtcXDTBrxtYpVXlnT6suJkmz1pR24yx_y0XSjWLw7szkLEI0VE9XWyp8BariskAl0tPkaYxgRA0cde7m_rzn5QA1-IxAvo3a4-OSsDi-kPn4sCDQwCvpkiVulrd2KwE83sxexhlpt_T8AlHBnPqCjdYJFQHw&__tn__=-R,"
?????? ???????? ???????????? ????? ?????????? ??????? ??????? ???????",agree
https://www.facebook.com/DailyProthomAlo/posts/3024343307598735?__xts__%5B0%5D=68.ARBhnxy7JQIqU4CAQsaUCQxeTmWJdHx592iwPGll6HfK_1SppVwz4pVbYBTRCNI7XTF8BeLyd8KVnIi6mzSKoY82Zo_4Z9jU0QrcQnNSRgsCPfVVQplEwzySDEkDPCLNN4336gFc4JFHf0mQyGhiD3czrGKelEkS-_jLQoMiG8BfuDx-WLeLfEq_cQvIkTCYdU_krs1MXJ3E0p4RCuGSwkSkOlxZW-aYbYQYM93821i7qyF_IycBY7ItIn6tkfzyesqLkZCA4mXQvVYYnpgdX66cP_rmAT3KNQzgFbMrnF2xwfLqGX_ccaGVTCeYQ-gJCMpHilJcu4uIBMctRQhzu7L0Ug&__tn__=-R,"
??? ???? ?????????? ?????????? ???",agree
https://www.facebook.com/DailyProthomAlo/posts/3024339504265782?__xts__%5B0%5D=68.ARBBjXGEibFZ6HD-itrwNjfUoZPNNpSXlQQkmIzYDH9UnVIUmFdjfW68GmxC6BLq3TfwAMSuS2O6M9KsfH5zvNvDlLkoGF-f5S9gV3CsYADujISINsCjZXzu2DPGbtztClhHQY0WkQZaTnddMlR8cmIs31QumyvUQJpCdBWQqJzCKurVEl_ojsu4ZhVwg5Bil3VIPkSBj6JpVh3kwv2a2Brr-hou5ijmI0ExfI2QjCXnFQC0BYL0JtJ7QKWrSx-exFC7bmQdSLgWpJILKs8qSMSMruscYN3ObZ_Sa0P_7hCHcWVQGlyTCWtLqaJ_tPBsJPjKH2joWEYsKOlPe7vAlf2bgA&__tn__=-R,?????????? ?????? ??? ???? ???? ???? ????????,agree
https://www.facebook.com/DailyProthomAlo/posts/3024244647608601?__xts__%5B0%5D=68.ARAmIZY3cWAiH6Ca-RimWL67mjDxZjGjwlre1gMjn6of3y9EtEsnFrFb-PfGWHELaqxs_y4xrxoAcsriZdLeFNYvC06xHQLrNcHSLxJwi3fPBTcmVxGvgG6WRxQWAYP1itDkPg5PwGD9F5Fyz8Ep-dCrWQO072xUCXEav6JRVwrjFABgbmON3Ee3MvdZFUe85NGnfeB3RzXOKwj9-cFsXvx1GL53aMsPxz7t50uJHW5MatmDegGilH70TvZ6skuwLvlpzPFlHIQsS6bBhgda1mLbfTzE6P9k1qmMJkICOyFlw9Q6hb85B00Ee3UWJdK4Wigq8A8SFWpLE8SJGxJobnbIYA&__tn__=-R,"
???????? ??????????????? ????? ??????? ???? ???????? ????: ??????? ?????",agree
https://www.facebook.com/DailyProthomAlo/posts/3024238690942530?__xts__%5B0%5D=68.ARB0BTR4FIkQS6rHMtaMmRFIiCr9hIpCnM67r3dPP9sjnSXTMNn2EN3uKuPFfwvSafab-WH6VTbUrQdEJ5GzUAGfIyOffC0Ndq5C7cgRa77s_wKVWdMIVK8NjoE-zXkCw6uLZPjabXRhQIQ6YvO7CtsXv0Tr4NCQHdClnGNE1lP8nA4tw4IcZ8yp-U33lV3mK8DyTTP4AR-P41Lke3qiPDxANW4BifCao4F1xE6PZE41FBghSKJKhoxKX0VxkFyAKlUqrmJEx_P0VrUKnJn6ClBcGsQ-37EMHUuUZIwx28rBDWT7MCls6sK_W_pfNKQ3rtBVBqa7oNI0-D_MnveIBHTSPg&__tn__=-R,???????? ????? ??? ??????? ??????? ??,agree
https://www.facebook.com/DailyProthomAlo/posts/3024233734276359?__xts__%5B0%5D=68.ARDEUvBvUaGCmhoI8X2gveJEW-B6_iduPXgU8iTGeHIdEJ1n4lJPAsFJWSPjK7LjZKNW7ewjckOcG8IFUzBhsFKhmcGTlSJUluaZJx3ErUJiLog0G1etJRxllEk1fEN844POGopJz7XYB3I_-sjtDGZDfKVKRqJksrjz-ByuP_vxHm0972RjbDPSJnX3IClRUxK_sSNgUI7EeOAY3GZ-cvZ5A7cS_Mj1ZG8xHBaYYDuvikRJz_-8uw3lB_9GIjXA-Jd4aYEdGOHYBsUXhpKDx1nace6DyR0n5S-gHKaO_AoeaBnTPE54DtoOQNMOLFgtNDKI9PaZnNL-ngiQ-dwZQiNF0g&__tn__=-R,"
??????? ??????? ????? ????????? ?????? ???",agree
https://www.facebook.com/DailyProthomAlo/posts/3024230187610047?__xts__%5B0%5D=68.ARAB46an4fVi9Hwn-uxyMqRkiaZbh5GCqBxOXsva6rYWclZFY-mmZpBUBwT4dMSQsOBuu5AO8ifn3K9OGE_vf9Pou5GuISdjm6Yecjcc3FTp52MoHMDPW8chMsGdm_dpdREDeO6n1RhwfQsXzoWt588lDgmW2wneddXyz351wdEdb4Cam6wNveyesV-b_H94lprNqayho6jPbIfJxHHR_6UWC-68Eh8NAp3qc2aypDPfTLd8vxgwDaALPnYQLWz6Y_yHgTMT-CuA4TQovHxIBczRuMk9c8BBHqsh3GJ3zn0PFN7F_JRdZi8H6oFK1JYeyCUQQugfu4EALMDglFci5_l8vw&__tn__=-R,"
?????? ??????? ?????? ???????",agree
https://www.facebook.com/DailyProthomAlo/posts/3024110267622039?__xts__%5B0%5D=68.ARBRu0NjntKbddvfYThiWImu93sbn0SwTThVO18EqEwf_7DxmUemf5V8M6hGoPu2cC3fVGKR-VsupDpr9E29sQ9wNNC8Tv-fxDviF2L7roh9DzufrWAh4exb7CvI-U6B5My_PadT-fRW0YoXdygTT7v8-ht5s2MCkOYIUL-Cz8hTxgz1X7toicpgcJ6ko9HRdmxJ0G-2GaR1O_i36vOBlyK7tybBA-8zeGNdRns9l4ZLMQwL1mjez_JbVEQJCjY4zptDLWy3_hC41lP8Ggbfhcz3bl7KIY3wxRUdRCLWdyzJ_TBeiaCKe05b8VDAdwWxsHdgJs95lFA8LH5p4r5qO6vHvA&__tn__=-R,???? ? ??????? ????????? ??????? ??????? ??????? ??????? ??? ??,agree
https://www.facebook.com/DailyProthomAlo/posts/3024106410955758?__xts__%5B0%5D=68.ARAs67PDydUs3fHm4uG8zpBaxHRun4vJ_KPW1mYN5VTPcbwwy36_EMHfaijHcpr_UCqZhL_RcMDiIYoVf1dq6mlcvnRzwgQ3kmfJpYWkmHIiKwZnwMMiBUA0wpr-Xoupt7yit1bDLJMMBy2FqZnStfyN9XmQ-pQrpfJkJTyok_jyy7YVfDcgEW4x9EIZj79td30ZcY_cRujZ-bf0DVh4qPvAPrJjs8KHDK8cpv4vJWArFB5phZAxRpi5Xiqn05PviJhLEAoh7JHrRiZOAB-t1WsZHvEFzaSiWR0UbiE1qGXvx3qdcrzPei7eSgPCNOMVc3QcVnOaAmukQKChPrA1CIvqTg&__tn__=-R,"
??????? ????? ????? ????? ?????, ? ?? ?????????",agree
https://www.facebook.com/DailyProthomAlo/posts/3024080187625047?__xts__%5B0%5D=68.ARAXNw9K50ZPh_VJvA6funOgAxUopl5hymCu7zdlX8CzgHn7ox653pfIQ8t2vHTonxOkKoRyb2vNr-XJotjPfkVLQLe76NsixD6l6G9Qc-GRTcwZ_bOrcyf-trz8Xud1bOVnJxh2gwiIR44MWx2fG0D5cIjqoSmBsaIrRHBJT9bH1Vh_8UgdXW5dsLqhFdcExv254dfuV1EqS0TpEy8nwq2nsKGMQSnBLbUH7EAuFwOQ0vHebWWx9XGwpfaYwCD7x6ZEtnwsUfeerrWA4XvJfiZJJLcBtyOLNdjEJo83BRSGxJxD_JMmgbuTcd5DZv0wo4DtNbNvKNFvfFCrSD2vpNY95g&__tn__=-R,"
???????????? ????? ?????? ??? ?????",agree
https://www.facebook.com/DailyProthomAlo/posts/3024071217625944?__xts__%5B0%5D=68.ARA8FMbOYTlY0ng9OMJ4QHRnoA1iJoVESnkgPiDCxJjPRT8TzFO69E5_GoYQmC_wbrMmcMd15pKLvSvf3SiCkT0uk1UcTiRHmAvGslxe4EOvocr0o_an52vXm0n9iiAto6_GBFmGdfUl-HPsdGWT0EIVvlvClWWFjbO0jmfDLxATkOhbBE6r-lJQ04TtIO774Xrre2YOrPpp4AEqpYq_Vr7OtRLnhNkUXz1hmvXenO86ZqLq-6Qwy68tPwT9wmRgZVFykonaMmY3zwyzyr9c-hBUSqYdf5uW9mvU9ywH7pABW-XtjJ-XpcNZJGnsB3R36fUDI-amKMOsXN9oGwP3a3hdQw&__tn__=-R,????-????????? ??????? ???? ?????? ?????,agree
https://www.facebook.com/DailyProthomAlo/posts/3024067047626361?__xts__%5B0%5D=68.ARDxNqSH4rgCwxTHRLiSRUNf76G7_RJDnTbfQL_PMjnXbJY4vByzApmgvvtaivUlnvhjDmJTRep4IScJCD9qqJV_pbtUZXYmRff4dPHTYxGNPa99Ja-yszPFxKSBQ7KAPS1TRPQAdKh-lVmBPItb6arSFfWT3_BH4KABFH7mTf6VBOFllVQTatAT6NeB1Tka0jQD_d26B14BU9K7cnk_ALgZLu9PdIh6bHbumo7PotCrLuxF-5IKi_Bi9hAlor8eKEGZmpSxA3mnclNilIpWy-pkPkPJQcemUuGOHIW48WJg4kjGSBkSqHh51DC52ChiM_3AG2fSV88kP7pLECw04jKZQQ&__tn__=-R,"
??? ?? ????? ?????????? ????? ????",agree
https://www.facebook.com/DailyProthomAlo/posts/3023994160966983?__xts__%5B0%5D=68.ARA-LBH0WiHEPLEyffNyf_84cnp8VoqWLrlMiUS2Az7wu1E-ec4twY7soEhsvkmY9psoPcyCQZc-9E1KALTJVmRwMd13gPtGzRfivg54NKTmGJm41bqYm-skfFnFj0QBnJburpWD9DFdRb-z0LU5_hTHnEf8OYFg14Tk1a_emDOpDlev3x-YrK5ErvDGxeXhHXkTtEIoC6s_hlhRacWc0gEQwHQzbesUrBfJdilcUM1QkedywZwd80h-A-D722nL7jQO7Cy2gzD0wGmlU4ElfWZGHEHk23QbCxXD2nuFTQ-4RXRbY82caTL4c9Kdu-WeVsdVwyF0G3ej5KYO4GzijJu0Mg&__tn__=-R,"
?????? ??? ??, ??? ???????? ?????? ???: ?????",agree
https://www.facebook.com/DailyProthomAlo/posts/3023988170967582?__xts__%5B0%5D=68.ARDy4oRenu4S0KZrn7tJvelpAdb_E5MM5Hr8z2wJCjiRT68TjpDn3cF06eFeSzNgFJv_jekwMPv1BirRU3cFRc1sy4ipnIsBXwyG354VW74wMesencz1kFKK8ZsfMd_LeiZwq0hrJYmMljJ4cCLv9FotOKOWQRz3x7dssRDKWG9lwBAcyvFdUdrppF_w4-qjJCDGueaBcVDI34qqI0y4PdnvBL_DiX2wu-6x88srmFbN3Ib9f6g9-RzjYH5n0lHUr0OXT_w-Ree0W15B82-0xfHQ1VJqPdEM8qW0VONWTu1kX25HAqNOZxv_PCzZMMKAD4YiGXnzd1a7-YwdT6-oFvHCVQ&__tn__=-R,"
?????? ????? ???? ???????? ??????? ???? ???????",agree
https://www.facebook.com/DailyProthomAlo/posts/3023969954302737?__xts__%5B0%5D=68.ARDmo63eTWFDp-zYhQICU8FgwO_IjVmXR0X9eZx9rp8VBnB2cTEr65ojbCpAway_-pic9jmOqCtHtMUWKxHQkREQ749b14pWkccf3HVKSkJI5LAbV44BkuX67HPuAZksJCqPGOXXV02texqgLtdpMt9vvVY4z3mVd2MCBAxQ48aAMDsakuhFEHWFA28IDs-a-C3HF3qmvC61cfb_SOVPwDaC5UzSQMU-_oZGFClTjxe0nf6QpkJPrwQ7xh0ln5NMmWrGIRk5MYF5Tri4Tidjg_kiMXwxu0ktE-o4N12vfKqhZCN37b1hVxdndMGlhKOBI3m09M0V77OZmpBPVl32GWGgEA&__tn__=-R,"
??????? ????? ??????? ?????? ????????? ????????: ????????? ?????????",agree
https://www.facebook.com/DailyProthomAlo/posts/3023922310974168?__xts__%5B0%5D=68.ARDEivFV0p1bZCbDPKGjqc45thzmDRPRZ4udFL-f1m793ikdkUeSv3wSzNPKqHWUPhWssnRlbcV-UOPWwieHmEFNxbLCvDO5_WQ7YTH3nBUonBH_d1oKtewQnGxUgxNwuah0CN4K4bMLj5TaUbOJGis2C19vFDCiq6JwWll6OOhcLlY7FU4XOJK-21c0CZLFa34ATudworqKnBrJUoFgADDvCdInP9BiafuJKnwKSjbktzBCXFto5v2PacqD8fAC-KS2ZWLCwgI_RQTRcpM5L0UyWiNLUJjqsnss08rlV9drMWljXMMOn5eBnGX5OoHwoAyaftrWTdMZnc7tbvVaEoYpUQ&__tn__=-R,"
????? ??????? ???? ???: ???? ??????????",agree
https://www.facebook.com/DailyProthomAlo/posts/3023912857641780?__xts__%5B0%5D=68.ARBb8apm5ueCfQUo_1yf3GHoRZCY91o44SCR0lx_GjeP9K28z-6Ub4AGzw1c41YMrdEqs4f5WLfiMyn6sU4Qj-dVLiaeIQn_AIEDKZCJNd-c1VS_UjR3N5bmPJ1uhflemSUkwT9LbJeUrYrK2bt2dhbTqTHh96L5477MzI1v9onIluDObLW4hkgWZYprQByf9_--zURlQroa6CuMNHyyijBD5-wb7FsKr5_3F1AB4dU2Gfd9I78g_OuxHU3dEmcHaNaq-3galq_rUluZ2GZr1DEackjiVOxwsmF_6goKlcy7IobSqAIL1cqhOW4TQClCYN6jegTTUbcWzA2qs5FxbYSq_w&__tn__=-R,"
???????????????? ?????? ???????? ????? ??? ??????? ????: ??????????????",agree
https://www.facebook.com/DailyProthomAlo/posts/3023905084309224?__xts__%5B0%5D=68.ARD3PDmpNhna7g4E8P9Ri8NAtRBf5aI-Gb4hWfdvrkir_Ga58mxbTOe0xcjxZI3QfRBuinfSnO8DeZGdtu-axeWcUTw9lBbGfj4dJZ6F-XNWrYxhibWPe74ClYXi0qGmJXOlBjhBPZNDGFRR6BqDM-VarRprYWluyCn7ZQW3KtEi9OfvIILlql3qOnPv9ACJUQ1f6_KDXkOyQEpfEoNC-HVnpJjfo2Tvv5_XCmKp487yQNz7sx_2JeObrKSVzN3rulUSV-MCQr7gMvQ4JFE1c-FgQjx_-PraIiCjABEKQsPFsxa5XxX7KfwKGW5h0epYjjL9EJARm5ESx4I85y0y2Z5CPQ&__tn__=-R,"
???? ???? ?? ????? ???????? ????????",agree
https://www.facebook.com/DailyProthomAlo/posts/3023851004314632?__xts__%5B0%5D=68.ARA-yh3VIWRF3VazlKsfgk_uEJE7i7WqYcZY5LWI43onYg8DO6R993gIZP8PlbsCkdEpZ4CkccaZEOpXzGASq_AXI74kbHmXegmDWvBE5zNs_TgmKKBoplGrLoLRX3s_s7vIZI5nSx35rq5pNq0DQNbRP96LPmw2v2VtqBUwTdCIz5KwON4iWZN4MpiBYvW6PRWhJBSkhUyb5wzSYPT0sN1JfAeb_C0lYMV9Uwizx-7QlH_EcelCbbl9OiuUhpd8_Ty6NKmeolZOb4cJTnnZXzIZB2hWtUZzzAGEok_h5-StBTPTNUjhfG3vDtlLsb1mGfgSdHRLy_3GAZfPv5QmaoDwVg&__tn__=-R,"
???? ?????? ??????? ???? ????????? ???",agree
